Date,KC_Open,KC_High,KC_Low,KC_Close,KC_Adj_Close,KC_Volume
2018-08-14,138.600006,138.600006,138.600006,138.600006,138.600006,0
2018-08-15,136.300003,136.300003,136.300003,136.300003,136.300003,0
2018-08-16,135.500000,135.500000,135.500000,135.500000,135.500000,0
2018-08-17,134.649994,134.649994,134.649994,134.649994,134.649994,0
2018-08-19,null,null,null,null,null,null
2018-08-20,131.050003,131.050003,131.050003,131.050003,131.050003,0
2018-08-21,131.949997,131.949997,131.949997,131.949997,131.949997,0
2018-08-22,130.850006,131.300003,130.850006,131.750000,131.750000,0
2018-08-23,132.000000,132.000000,132.000000,132.000000,132.000000,13
2018-08-24,135.050003,135.050003,135.050003,135.050003,135.050003,0
2018-08-26,null,null,null,null,null,null
2018-08-27,135.949997,135.949997,135.949997,135.949997,135.949997,0
2018-08-28,133.449997,133.449997,133.449997,133.449997,133.449997,0
2018-08-29,133.899994,133.899994,133.899994,133.199997,133.199997,0
2018-08-30,132.899994,132.899994,132.899994,132.899994,132.899994,1
2018-08-31,131.949997,131.949997,131.949997,131.949997,131.949997,0
2018-09-02,null,null,null,null,null,null
2018-09-04,131.350006,131.350006,131.350006,131.350006,131.350006,0
2018-09-05,132.699997,132.699997,132.699997,132.699997,132.699997,0
2018-09-06,131.449997,131.449997,131.449997,131.449997,131.449997,0
2018-09-07,131.800003,131.800003,131.800003,131.800003,131.800003,0
2018-09-09,null,null,null,null,null,null
2018-09-10,130.850006,130.850006,130.850006,130.850006,130.850006,0
2018-09-11,129.899994,129.899994,129.899994,129.899994,129.899994,0
2018-09-12,131.649994,131.649994,131.649994,131.649994,131.649994,1
2018-09-13,130.399994,130.399994,130.399994,130.399994,130.399994,0
2018-09-14,130.750000,130.750000,130.750000,129.350006,129.350006,0
2018-09-16,null,null,null,null,null,null
2018-09-17,127.199997,127.199997,127.199997,127.199997,127.199997,4
2018-09-18,127.849998,128.350006,126.849998,126.300003,126.300003,0
2018-09-19,127.000000,127.000000,127.000000,127.099998,127.099998,28
2018-09-20,129.949997,129.949997,129.949997,129.949997,129.949997,8
2018-09-21,130.350006,130.350006,130.350006,130.350006,130.350006,0
2018-09-23,null,null,null,null,null,null
2018-09-24,128.850006,128.850006,128.850006,128.850006,128.850006,0
2018-09-25,128.399994,128.449997,128.399994,127.650002,127.650002,0
2018-09-26,128.100006,128.100006,128.100006,128.100006,128.100006,8
2018-09-27,129.500000,129.500000,129.500000,129.500000,129.500000,0
2018-09-28,132.300003,132.300003,132.300003,132.300003,132.300003,0
2018-09-30,null,null,null,null,null,null
2018-10-01,131.699997,132.699997,131.699997,132.199997,132.199997,0
2018-10-02,136.949997,136.949997,136.949997,136.949997,136.949997,8
2018-10-03,136.100006,136.100006,136.100006,136.100006,136.100006,3
2018-10-04,136.399994,136.399994,136.399994,136.500000,136.500000,0
2018-10-05,139.199997,139.199997,139.199997,139.199997,139.199997,1
2018-10-07,null,null,null,null,null,null
2018-10-08,141.750000,141.750000,141.750000,141.850006,141.850006,0
2018-10-09,142.350006,142.350006,142.350006,143.149994,143.149994,1
2018-10-10,141.850006,141.850006,141.850006,141.850006,141.850006,1
2018-10-11,142.850006,142.850006,142.850006,142.850006,142.850006,0
2018-10-12,146.449997,146.449997,146.449997,146.449997,146.449997,0
2018-10-14,null,null,null,null,null,null
2018-10-15,147.800003,147.800003,147.149994,148.850006,148.850006,0
2018-10-16,147.199997,147.199997,147.199997,147.199997,147.199997,9
2018-10-17,151.800003,151.800003,151.800003,151.800003,151.800003,0
2018-10-18,151.550003,151.550003,151.550003,151.550003,151.550003,1
2018-10-19,151.600006,151.600006,151.600006,151.600006,151.600006,0
2018-10-21,null,null,null,null,null,null
2018-10-22,147.350006,147.350006,147.350006,147.350006,147.350006,0
2018-10-23,150.500000,150.500000,150.500000,150.500000,150.500000,0
2018-10-24,149.699997,149.699997,149.699997,149.699997,149.699997,0
2018-10-25,150.699997,150.699997,150.699997,150.699997,150.699997,0
2018-10-26,148.850006,148.850006,148.850006,148.850006,148.850006,0
2018-10-28,null,null,null,null,null,null
2018-10-29,143.850006,143.850006,143.850006,143.850006,143.850006,0
2018-10-30,144.899994,144.899994,143.399994,142.500000,142.500000,0
2018-10-31,143.000000,143.000000,142.300003,143.199997,143.199997,3
2018-11-01,148.250000,148.250000,148.250000,148.250000,148.250000,2
2018-11-02,150.500000,150.500000,150.500000,150.500000,150.500000,0
2018-11-04,null,null,null,null,null,null
2018-11-05,147.350006,147.350006,147.350006,147.949997,147.949997,0
2018-11-06,146.750000,146.750000,145.750000,145.050003,145.050003,1
2018-11-07,146.949997,146.949997,146.949997,146.949997,146.949997,3
2018-11-08,148.050003,148.050003,148.050003,148.050003,148.050003,0
2018-11-09,145.550003,145.550003,145.550003,145.550003,145.550003,0
2018-11-11,null,null,null,null,null,null
2018-11-12,143.350006,143.350006,142.350006,142.250000,142.250000,0
2018-11-13,141.250000,141.250000,141.250000,142.300003,142.300003,3
2018-11-14,144.050003,144.050003,144.050003,145.399994,145.399994,2
2018-11-15,145.000000,145.000000,143.850006,142.899994,142.899994,1
2018-11-16,145.600006,145.600006,145.600006,145.600006,145.600006,3
2018-11-18,null,null,null,null,null,null
2018-11-19,142.750000,142.750000,142.750000,146.100006,146.100006,9
2018-11-20,144.250000,144.250000,144.250000,144.500000,144.500000,1
2018-11-21,143.199997,143.199997,143.199997,143.649994,143.649994,1
2018-11-23,null,null,null,null,null,null
2018-11-25,null,null,null,null,null,null
2018-11-26,139.750000,139.850006,139.750000,140.550003,140.550003,0
2018-11-27,142.850006,142.850006,142.850006,142.850006,142.850006,2
2018-11-28,142.899994,142.899994,141.750000,143.750000,143.750000,0
2018-11-29,143.199997,145.000000,143.100006,142.449997,142.449997,5
2018-11-30,139.500000,139.500000,139.199997,137.600006,137.600006,9
2018-12-02,null,null,null,null,null,null
2018-12-03,138.750000,139.149994,138.000000,137.800003,137.800003,6
2018-12-04,136.550003,138.100006,136.100006,137.000000,137.000000,20
2018-12-06,135.899994,135.899994,135.899994,136.350006,136.350006,3
2018-12-07,134.699997,135.449997,134.699997,134.850006,134.850006,1
2018-12-09,null,null,null,null,null,null
2018-12-10,135.149994,135.149994,135.149994,136.050003,136.050003,3
2018-12-11,134.699997,134.750000,133.149994,133.399994,133.399994,1
2018-12-12,133.850006,133.850006,133.850006,133.850006,133.850006,4
2018-12-13,134.699997,134.699997,134.699997,134.699997,134.699997,0
2018-12-14,134.000000,134.000000,134.000000,133.149994,133.149994,0
2018-12-16,null,null,null,null,null,null
2018-12-17,132.550003,132.550003,130.899994,131.250000,131.250000,1
2018-12-18,130.750000,130.750000,130.300003,130.699997,130.699997,3
2018-12-19,131.449997,131.449997,131.100006,132.250000,132.250000,32
2018-12-20,134.000000,134.000000,134.000000,134.000000,134.000000,4
2018-12-21,130.949997,132.149994,130.949997,131.350006,131.350006,2
2018-12-23,null,null,null,null,null,null
2018-12-24,null,null,null,null,null,null
2018-12-26,135.350006,135.350006,135.350006,135.350006,135.350006,0
2018-12-27,134.000000,134.000000,133.149994,133.399994,133.399994,0
2018-12-28,132.550003,132.550003,132.550003,132.550003,132.550003,2
2018-12-30,null,null,null,null,null,null
2018-12-31,133.699997,133.699997,133.699997,133.699997,133.699997,0
2019-01-02,131.300003,131.300003,131.300003,131.300003,131.300003,0
2019-01-03,133.800003,133.800003,133.800003,133.800003,133.800003,0
2019-01-04,133.250000,133.250000,133.250000,133.250000,133.250000,0
2019-01-06,null,null,null,null,null,null
2019-01-07,133.949997,133.949997,133.949997,133.949997,133.949997,0
2019-01-08,136.399994,136.399994,136.399994,136.399994,136.399994,0
2019-01-09,137.100006,137.100006,137.100006,137.100006,137.100006,0
2019-01-10,136.050003,136.050003,136.050003,136.050003,136.050003,0
2019-01-11,135.250000,135.250000,135.250000,135.250000,135.250000,0
2019-01-13,null,null,null,null,null,null
2019-01-14,134.199997,134.199997,134.199997,134.199997,134.199997,2
2019-01-15,132.600006,132.600006,132.600006,132.600006,132.600006,0
2019-01-16,133.350006,133.350006,133.350006,133.350006,133.350006,0
2019-01-17,133.300003,133.300003,133.300003,133.300003,133.300003,0
2019-01-18,135.649994,135.649994,135.649994,135.649994,135.649994,0
2019-01-20,null,null,null,null,null,null
2019-01-22,135.350006,135.350006,135.350006,134.449997,134.449997,0
2019-01-23,134.000000,134.000000,133.949997,134.250000,134.250000,1
2019-01-24,135.899994,135.899994,135.899994,135.899994,135.899994,6
2019-01-25,136.649994,136.649994,136.649994,137.300003,137.300003,0
2019-01-27,null,null,null,null,null,null
2019-01-28,133.649994,133.649994,133.649994,133.649994,133.649994,16
2019-01-29,133.800003,133.800003,133.800003,133.800003,133.800003,0
2019-01-30,133.449997,133.449997,133.449997,133.449997,133.449997,0
2019-01-31,137.050003,137.050003,137.050003,137.050003,137.050003,18
2019-02-01,134.800003,134.800003,134.800003,134.800003,134.800003,0
2019-02-03,null,null,null,null,null,null
2019-02-04,136.500000,136.500000,136.500000,136.500000,136.500000,0
2019-02-05,135.500000,135.500000,135.500000,135.500000,135.500000,0
2019-02-06,135.149994,135.149994,135.149994,135.949997,135.949997,0
2019-02-07,134.550003,134.550003,134.000000,134.399994,134.399994,7
2019-02-08,133.850006,133.850006,133.850006,133.050003,133.050003,11
2019-02-10,null,null,null,null,null,null
2019-02-11,132.800003,132.800003,131.649994,131.750000,131.750000,3
2019-02-12,132.399994,132.399994,132.399994,132.399994,132.399994,15
2019-02-13,131.199997,131.199997,130.550003,130.850006,130.850006,0
2019-02-14,130.000000,130.000000,129.000000,129.600006,129.600006,13
2019-02-15,129.750000,129.750000,129.449997,129.750000,129.750000,178
2019-02-17,null,null,null,null,null,null
2019-02-19,129.500000,129.500000,129.050003,129.250000,129.250000,48
2019-02-20,129.350006,129.350006,129.350006,129.600006,129.600006,33
2019-02-21,128.500000,128.500000,127.199997,127.699997,127.699997,11
2019-02-22,127.849998,127.849998,127.199997,128.050003,128.050003,26
2019-02-24,null,null,null,null,null,null
2019-02-25,127.949997,127.949997,127.900002,127.949997,127.949997,52
2019-02-26,127.199997,127.199997,125.599998,125.500000,125.500000,6
2019-02-27,126.250000,127.949997,126.250000,127.949997,127.949997,29
2019-02-28,128.399994,128.399994,128.399994,127.099998,127.099998,67
2019-03-01,126.750000,128.600006,126.750000,128.550003,128.550003,6
2019-03-03,null,null,null,null,null,null
2019-03-04,126.750000,126.750000,126.400002,126.050003,126.050003,7
2019-03-05,128.300003,128.300003,128.300003,128.300003,128.300003,19
2019-03-06,127.449997,127.449997,127.449997,127.449997,127.449997,0
2019-03-07,127.250000,128.100006,125.949997,125.800003,125.800003,0
2019-03-08,126.099998,126.750000,125.500000,127.349998,127.349998,39
2019-03-10,null,null,null,null,null,null
2019-03-11,126.250000,126.500000,126.250000,126.050003,126.050003,56
2019-03-12,125.550003,125.550003,124.699997,124.900002,124.900002,6
2019-03-13,125.400002,125.650002,125.000000,126.000000,126.000000,64
2019-03-14,125.849998,126.000000,125.099998,125.400002,125.400002,43
2019-03-15,125.599998,125.650002,125.599998,125.699997,125.699997,46
2019-03-17,null,null,null,null,null,null
2019-03-18,125.099998,125.099998,125.099998,125.099998,125.099998,12
2019-03-19,125.050003,125.150002,125.050003,125.199997,125.199997,0
2019-03-20,123.750000,123.750000,123.750000,123.750000,123.750000,21
2019-03-21,124.000000,124.099998,123.599998,123.599998,123.599998,9
2019-03-22,123.150002,123.150002,122.449997,122.750000,122.750000,42
2019-03-24,null,null,null,null,null,null
2019-03-25,122.250000,123.050003,122.250000,122.900002,122.900002,13
2019-03-26,123.000000,123.550003,123.000000,123.650002,123.650002,58
2019-03-27,123.550003,123.550003,122.050003,122.150002,122.150002,17
2019-03-28,121.400002,122.300003,121.300003,122.300003,122.300003,87
2019-03-29,123.099998,123.099998,122.349998,122.599998,122.599998,28
2019-03-31,null,null,null,null,null,null
2019-04-01,121.250000,121.250000,120.699997,120.699997,120.699997,42
2019-04-02,120.300003,120.300003,120.300003,120.300003,120.300003,18
2019-04-03,121.949997,121.949997,121.949997,123.500000,123.500000,10
2019-04-04,124.349998,124.349998,122.250000,122.949997,122.949997,8
2019-04-05,120.849998,120.849998,120.849998,120.849998,120.849998,124
2019-04-07,null,null,null,null,null,null
2019-04-08,120.800003,120.800003,120.800003,120.800003,120.800003,70
2019-04-09,120.150002,120.150002,120.099998,120.949997,120.949997,0
2019-04-10,120.750000,120.750000,120.750000,121.650002,121.650002,32
2019-04-11,121.550003,121.550003,118.550003,118.250000,118.250000,1
2019-04-12,118.949997,118.949997,117.650002,118.449997,118.449997,71
2019-04-14,null,null,null,null,null,null
2019-04-15,118.650002,119.349998,118.449997,119.349998,119.349998,20
2019-04-16,119.300003,119.300003,118.000000,118.550003,118.550003,41
2019-04-17,116.800003,116.800003,115.150002,115.650002,115.650002,7
2019-04-18,115.349998,118.000000,115.349998,118.199997,118.199997,33
2019-04-21,null,null,null,null,null,null
2019-04-22,118.949997,118.949997,118.900002,117.650002,117.650002,30
2019-04-23,117.500000,118.000000,117.500000,118.050003,118.050003,5
2019-04-24,117.949997,118.000000,117.000000,117.300003,117.300003,24
2019-04-25,118.099998,118.449997,117.500000,118.050003,118.050003,23
2019-04-26,117.050003,118.349998,117.050003,118.349998,118.349998,60
2019-04-28,null,null,null,null,null,null
2019-04-29,116.650002,116.900002,116.599998,116.599998,116.599998,35
2019-04-30,116.699997,116.699997,116.550003,116.599998,116.599998,13
2019-05-01,115.349998,115.349998,115.050003,115.250000,115.250000,4
2019-05-02,116.550003,116.750000,115.300003,115.900002,115.900002,51
2019-05-03,115.599998,115.650002,115.000000,115.000000,115.000000,31
2019-05-05,null,null,null,null,null,null
2019-05-06,115.000000,115.000000,114.699997,114.800003,114.800003,251
2019-05-07,112.750000,112.849998,112.400002,112.500000,112.500000,370
2019-05-08,112.500000,112.800003,112.449997,112.550003,112.550003,168
2019-05-09,113.400002,114.900002,113.400002,114.599998,114.599998,40
2019-05-10,114.000000,114.449997,114.000000,114.500000,114.500000,74
2019-05-12,null,null,null,null,null,null
2019-05-13,113.300003,113.550003,113.300003,113.150002,113.150002,19
2019-05-14,113.449997,114.900002,113.449997,114.150002,114.150002,26
2019-05-15,114.300003,114.300003,114.300003,114.050003,114.050003,94
2019-05-16,114.949997,114.949997,114.500000,114.750000,114.750000,4
2019-05-17,113.750000,113.750000,112.900002,112.900002,112.900002,9
2019-05-19,null,null,null,null,null,null
2019-05-20,113.400002,114.199997,113.250000,114.000000,114.000000,27
2019-05-21,112.750000,116.349998,112.750000,116.400002,116.400002,40
2019-05-22,114.949997,116.449997,114.949997,115.400002,115.400002,73
2019-05-23,114.650002,116.849998,113.750000,116.849998,116.849998,45
2019-05-24,116.349998,117.500000,116.250000,116.449997,116.449997,57
2019-05-26,null,null,null,null,null,null
2019-05-28,116.449997,118.050003,116.449997,118.250000,118.250000,138
2019-05-29,119.550003,121.199997,119.349998,121.000000,121.000000,48
2019-05-30,121.000000,123.150002,121.000000,123.099998,123.099998,66
2019-05-31,122.150002,123.949997,122.099998,125.599998,125.599998,371
2019-06-02,null,null,null,null,null,null
2019-06-03,125.150002,125.599998,125.099998,125.449997,125.449997,57
2019-06-04,125.250000,127.199997,124.449997,126.949997,126.949997,30
2019-06-05,125.949997,126.300003,120.849998,121.250000,121.250000,75
2019-06-06,124.750000,124.750000,124.750000,124.599998,124.599998,44
2019-06-07,123.849998,124.199997,123.849998,123.699997,123.699997,24
2019-06-09,null,null,null,null,null,null
2019-06-10,121.800003,121.800003,121.400002,121.500000,121.500000,30
2019-06-11,119.800003,119.800003,119.800003,119.800003,119.800003,20
2019-06-12,121.550003,121.550003,121.550003,121.550003,121.550003,1
2019-06-13,120.500000,120.500000,120.500000,120.500000,120.500000,13
2019-06-14,118.800003,118.800003,118.800003,118.800003,118.800003,0
2019-06-16,null,null,null,null,null,null
2019-06-17,118.699997,118.699997,118.699997,118.699997,118.699997,8
2019-06-18,117.199997,117.199997,117.199997,117.199997,117.199997,0
2019-06-19,118.349998,118.349998,118.349998,118.349998,118.349998,0
2019-06-20,122.150002,122.150002,122.150002,122.150002,122.150002,41
2019-06-21,121.400002,121.400002,121.400002,121.400002,121.400002,0
2019-06-23,null,null,null,null,null,null
2019-06-24,122.099998,122.099998,120.800003,123.500000,123.500000,20
2019-06-25,125.400002,128.050003,125.300003,128.100006,128.100006,5
2019-06-26,126.849998,128.399994,126.550003,126.800003,126.800003,243
2019-06-27,126.699997,127.750000,126.650002,127.349998,127.349998,90
2019-06-28,127.550003,130.399994,127.550003,130.300003,130.300003,243
2019-06-30,null,null,null,null,null,null
2019-07-01,132.100006,133.850006,130.800003,131.850006,131.850006,273
2019-07-02,129.550003,130.250000,129.550003,130.000000,130.000000,212
2019-07-03,null,null,null,null,null,null
2019-07-05,133.949997,134.100006,129.550003,130.449997,130.449997,431
2019-07-07,null,null,null,null,null,null
2019-07-08,132.949997,132.949997,126.750000,127.099998,127.099998,92
2019-07-09,128.300003,128.300003,128.300003,128.300003,128.300003,73
2019-07-10,128.050003,128.050003,126.699997,127.300003,127.300003,17
2019-07-11,127.050003,127.849998,127.050003,127.849998,127.849998,263
2019-07-12,127.349998,127.349998,127.349998,127.349998,127.349998,97
2019-07-14,null,null,null,null,null,null
2019-07-15,125.949997,130.699997,125.949997,131.149994,131.149994,0
2019-07-16,127.300003,127.599998,126.949997,126.849998,126.849998,214
2019-07-17,128.600006,128.600006,128.600006,128.600006,128.600006,73
2019-07-18,129.899994,129.899994,129.899994,129.899994,129.899994,1
2019-07-19,128.600006,128.600006,128.600006,128.649994,128.649994,3
2019-07-21,null,null,null,null,null,null
2019-07-22,127.150002,127.150002,127.150002,126.699997,126.699997,2
2019-07-23,126.150002,126.150002,125.900002,123.949997,123.949997,1
2019-07-24,122.599998,122.800003,122.599998,122.500000,122.500000,52
2019-07-25,122.250000,122.250000,122.250000,122.250000,122.250000,23
2019-07-26,122.550003,122.550003,121.849998,121.349998,121.349998,0
2019-07-28,null,null,null,null,null,null
2019-07-29,121.650002,121.650002,121.650002,123.000000,123.000000,25
2019-07-30,121.449997,121.449997,121.449997,121.449997,121.449997,7
2019-07-31,120.199997,120.199997,120.199997,121.650002,121.650002,23
2019-08-01,120.300003,120.300003,119.199997,119.150002,119.150002,2
2019-08-02,119.349998,119.349998,119.349998,119.750000,119.750000,4
2019-08-04,null,null,null,null,null,null
2019-08-05,116.699997,118.099998,116.599998,117.349998,117.349998,14
2019-08-06,118.349998,118.449997,117.800003,118.699997,118.699997,114
2019-08-07,118.050003,118.199997,117.650002,118.300003,118.300003,27
2019-08-08,118.900002,118.900002,118.300003,118.800003,118.800003,12
2019-08-09,118.699997,118.699997,118.699997,118.699997,118.699997,16
2019-08-11,null,null,null,null,null,null
2019-08-12,117.150002,117.150002,115.550003,115.849998,115.849998,0
2019-08-13,115.750000,118.050003,115.550003,118.050003,118.050003,362
2019-08-14,116.199997,116.199997,116.199997,116.199997,116.199997,135
2019-08-15,116.050003,116.699997,116.050003,116.099998,116.099998,0
2019-08-16,116.099998,116.099998,114.650002,114.849998,114.849998,71
2019-08-18,null,null,null,null,null,null
2019-08-19,114.150002,114.150002,113.400002,113.400002,113.400002,14
2019-08-20,112.599998,113.449997,112.500000,113.800003,113.800003,135
2019-08-21,115.099998,115.099998,114.949997,115.050003,115.050003,14
2019-08-22,114.949997,114.949997,114.949997,115.300003,115.300003,42
2019-08-23,115.000000,115.000000,113.650002,114.199997,114.199997,130
2019-08-25,null,null,null,null,null,null
2019-08-26,113.800003,116.400002,113.800003,115.550003,115.550003,11
2019-08-27,114.650002,115.000000,114.250000,115.000000,115.000000,30
2019-08-28,115.000000,115.500000,115.000000,115.400002,115.400002,46
2019-08-29,115.099998,115.199997,113.150002,113.300003,113.300003,442
2019-08-30,114.550003,114.550003,114.550003,114.500000,114.500000,56
2019-09-01,null,null,null,null,null,null
2019-09-03,113.050003,113.099998,112.000000,113.250000,113.250000,160
2019-09-04,113.599998,113.900002,113.599998,114.300003,114.300003,45
2019-09-05,113.250000,113.599998,113.250000,113.000000,113.000000,14
2019-09-06,113.349998,114.500000,113.349998,114.650002,114.650002,13
2019-09-08,null,null,null,null,null,null
2019-09-09,114.250000,115.650002,114.250000,115.800003,115.800003,34
2019-09-10,118.449997,119.300003,118.449997,119.300003,119.300003,5
2019-09-11,119.400002,122.250000,119.400002,121.349998,121.349998,9
2019-09-12,120.699997,121.699997,120.699997,121.550003,121.550003,361
2019-09-13,120.599998,120.599998,120.099998,120.449997,120.449997,8
2019-09-15,null,null,null,null,null,null
2019-09-16,120.699997,122.050003,120.699997,121.849998,121.849998,81
2019-09-17,120.699997,120.849998,118.000000,118.000000,118.000000,112
2019-09-18,118.599998,118.650002,117.949997,117.750000,117.750000,270
2019-09-19,116.050003,116.050003,116.050003,116.050003,116.050003,252
2019-09-20,117.000000,117.000000,115.900002,116.050003,116.050003,82
2019-09-22,null,null,null,null,null,null
2019-09-23,116.449997,117.900002,116.199997,116.599998,116.599998,70
2019-09-24,116.599998,116.599998,116.599998,116.599998,116.599998,116
2019-09-25,118.449997,118.449997,118.449997,118.349998,118.349998,23
2019-09-26,118.150002,118.949997,117.750000,118.050003,118.050003,6
2019-09-27,118.599998,118.599998,118.000000,118.050003,118.050003,34
2019-09-29,null,null,null,null,null,null
2019-09-30,118.250000,118.900002,117.800003,118.500000,118.500000,39
2019-10-01,118.400002,118.400002,117.300003,118.849998,118.849998,43
2019-10-02,118.500000,118.500000,117.650002,117.949997,117.949997,54
2019-10-03,117.900002,119.550003,117.349998,119.400002,119.400002,26
2019-10-04,117.800003,117.800003,116.150002,116.349998,116.349998,190
2019-10-06,null,null,null,null,null,null
2019-10-07,116.349998,116.349998,114.550003,114.750000,114.750000,44
2019-10-08,115.250000,115.349998,113.199997,113.300003,113.300003,204
2019-10-09,113.099998,113.650002,113.099998,113.199997,113.199997,83
2019-10-10,113.949997,113.949997,111.250000,111.449997,111.449997,14
2019-10-11,111.349998,111.349998,110.650002,111.699997,111.699997,77
2019-10-13,null,null,null,null,null,null
2019-10-14,112.599998,112.599998,112.599998,112.599998,112.599998,121
2019-10-15,112.000000,112.199997,111.650002,111.849998,111.849998,229
2019-10-16,111.000000,111.349998,109.699997,110.650002,110.650002,409
2019-10-17,110.650002,111.199997,110.000000,110.050003,110.050003,214
2019-10-18,110.000000,112.500000,110.000000,112.349998,112.349998,134
2019-10-20,null,null,null,null,null,null
2019-10-21,111.599998,111.750000,111.599998,112.550003,112.550003,161
2019-10-22,112.550003,114.800003,112.550003,115.000000,115.000000,28
2019-10-23,113.800003,115.000000,113.800003,114.199997,114.199997,81
2019-10-24,114.900002,114.900002,112.900002,113.300003,113.300003,62
2019-10-25,113.000000,115.500000,113.000000,115.750000,115.750000,151
2019-10-27,null,null,null,null,null,null
2019-10-28,115.150002,117.150002,115.000000,116.849998,116.849998,44
2019-10-29,117.199997,117.250000,116.750000,115.500000,115.500000,46
2019-10-30,115.699997,116.250000,114.050003,115.599998,115.599998,47
2019-10-31,117.750000,117.750000,117.699997,118.050003,118.050003,162
2019-11-01,117.500000,119.050003,117.500000,120.150002,120.150002,44
2019-11-03,null,null,null,null,null,null
2019-11-04,119.699997,120.400002,119.699997,120.250000,120.250000,57
2019-11-05,120.199997,122.500000,120.199997,122.449997,122.449997,66
2019-11-06,122.599998,124.199997,122.000000,124.349998,124.349998,112
2019-11-07,123.750000,125.400002,123.699997,125.300003,125.300003,154
2019-11-08,125.050003,125.750000,124.750000,125.449997,125.449997,457
2019-11-10,null,null,null,null,null,null
2019-11-11,124.050003,124.599998,122.199997,122.449997,122.449997,280
2019-11-12,122.949997,123.400002,121.599998,121.699997,121.699997,118
2019-11-13,123.199997,123.900002,122.300003,123.849998,123.849998,236
2019-11-14,124.750000,124.750000,122.650002,124.150002,124.150002,165
