"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 10, 2006","98.65","100.25","101.75","100.00","0.10K","-3.71%"
"Sep 03, 2006","102.45","105.75","107.00","101.00","0.23K","-0.92%"
"Aug 27, 2006","103.40","106.25","106.25","102.00","0.69K","-2.64%"
"Aug 20, 2006","106.20","104.40","109.50","104.40","30.45K","2.86%"
"Aug 13, 2006","103.25","101.50","106.75","100.50","38.61K","-1.01%"
"Aug 06, 2006","104.30","106.70","109.20","103.00","72.27K","-1.09%"
"Jul 30, 2006","105.45","99.90","108.90","97.50","78.05K","6.09%"
"Jul 23, 2006","99.40","95.25","99.70","93.95","50.54K","3.97%"
"Jul 16, 2006","95.60","98.00","98.00","93.50","24.57K","-1.44%"
"Jul 09, 2006","97.00","98.00","100.50","97.00","0.25K","-1.42%"
"Jul 02, 2006","98.40","100.00","103.00","99.00","0.32K","-1.11%"
"Jun 25, 2006","99.50","95.50","99.90","94.60","2.28K","4.41%"
"Jun 18, 2006","95.30","94.80","96.55","94.60","26.85K","0.05%"
"Jun 11, 2006","95.25","95.90","97.40","94.50","54.60K","-0.68%"
"Jun 04, 2006","95.90","100.75","101.20","95.10","61.06K","-5.28%"
"May 28, 2006","101.25","98.50","103.00","97.10","53.75K","3.21%"
"May 21, 2006","98.10","100.25","101.75","98.05","42.92K","-2.53%"
"May 14, 2006","100.65","100.50","102.25","97.50","25.50K","-1.13%"
"May 07, 2006","101.80","107.50","107.50","102.20","23.72K","-4.41%"
"Apr 30, 2006","106.50","108.50","111.50","106.10","0.38K","-0.65%"
"Apr 23, 2006","107.20","112.80","113.00","105.20","1.51K","-4.29%"
"Apr 16, 2006","112.00","105.90","113.90","105.80","42.22K","6.41%"
"Apr 09, 2006","105.25","109.10","111.75","103.80","68.66K","-2.86%"
"Apr 02, 2006","108.35","106.50","110.70","106.50","57.59K","1.26%"
"Mar 26, 2006","107.00","104.80","109.60","104.00","50.97K","1.61%"
"Mar 19, 2006","105.30","104.50","107.90","103.50","40.55K","1.59%"
"Mar 12, 2006","103.65","105.00","108.00","102.80","0.18K","-1.94%"
"Mar 05, 2006","105.70","110.50","112.40","105.60","0.32K","-5.71%"
"Feb 26, 2006","112.10","111.50","113.30","108.25","0.63K","1.04%"
"Feb 19, 2006","110.95","109.50","113.00","108.50","1.78K","1.37%"
"Feb 12, 2006","109.45","112.75","113.90","103.80","49.35K","-4.91%"
"Feb 05, 2006","115.10","113.70","117.00","112.20","73.26K","-2.13%"
"Jan 29, 2006","117.60","124.60","125.90","114.80","63.11K","-5.39%"
"Jan 22, 2006","124.30","119.00","125.65","116.05","47.44K","4.98%"
"Jan 15, 2006","118.40","121.00","124.10","117.20","46.21K","-1.29%"
"Jan 08, 2006","119.95","118.50","121.60","116.20","58.66K","0.33%"
"Jan 01, 2006","119.55","107.50","120.25","106.20","62.27K","11.62%"
